idade,renda,tipo_moradia,tempo_emprego,finalidade_emp,score_emp,valor_emp,tx_jr_emp,perc_comp_renda,hist_inad,hist_credito,inad
29,44000,ALUGADA,8.0,LAZER,A,11000,7.29,0.25,N,6,0
35,36000,PROPRIA,3.0,LAZER,B,8000,12.53,0.22,N,10,0
34,44000,ALUGADA,1.0,EDUCACAO,C,11000,13.79,0.25,S,6,0
30,36000,FINANCIADA,4.0,PESSOAL,C,11500,13.57,0.32,N,8,0
33,36000,PROPRIA,0.0,PESSOAL,A,10000,7.74,0.28,N,7,0
28,45000,ALUGADA,6.0,SAUDE,B,11000,11.99,0.24,N,7,0
27,39000,ALUGADA,0.0,SAUDE,D,11000,16.07,0.28,S,9,1
31,46992,ALUGADA,1.0,SAUDE,B,11000,11.14,0.23,N,9,0
27,41000,ALUGADA,11.0,RENEGOCIACAO,D,11000,15.33,0.27,S,7,1
28,41500,ALUGADA,3.0,SAUDE,D,11000,15.33,0.27,S,5,1
32,47900,ALUGADA,2.0,SAUDE,A,11000,7.51,0.23,N,10,0
30,36000,FINANCIADA,7.0,SAUDE,B,15000,11.83,0.42,N,5,0
33,51000,ALUGADA,0.0,LAZER,A,11000,9.63,0.22,N,7,0
32,51250,ALUGADA,2.0,SAUDE,A,11000,7.29,0.21,N,5,0
28,45996,ALUGADA,0.0,SAUDE,D,11000,14.74,0.24,S,7,1
27,52000,ALUGADA,2.0,PESSOAL,C,11000,11.34,0.21,N,9,0
30,53000,ALUGADA,1.0,SAUDE,A,11000,6.62,0.21,N,9,0
27,36000,FINANCIADA,3.0,REFORMA,A,2500,9.63,0.07,N,7,0
34,36000,FINANCIADA,5.0,PESSOAL,E,12000,16.0,0.33,S,10,0
28,36000,FINANCIADA,1.0,PESSOAL,D,1400,15.37,0.04,S,9,0
28,55000,ALUGADA,3.0,SAUDE,A,11000,7.49,0.2,N,5,0
29,52000,ALUGADA,2.0,REFORMA,D,11000,15.62,0.21,S,10,1
27,60000,ALUGADA,0.0,REFORMA,B,11000,10.71,0.18,N,7,0
28,36000,FINANCIADA,4.0,LAZER,B,2400,10.71,0.07,N,7,0
35,65867,ALUGADA,3.0,PESSOAL,A,11000,9.32,0.17,N,10,0
28,68000,ALUGADA,4.0,LAZER,B,11000,11.49,0.16,N,5,0
29,69000,ALUGADA,5.0,PESSOAL,D,11000,14.61,0.16,S,5,0
28,69996,ALUGADA,1.0,LAZER,C,11000,13.79,0.16,N,8,0
33,64000,ALUGADA,14.0,LAZER,E,11000,15.68,0.17,S,5,1
28,75000,ALUGADA,5.0,PESSOAL,A,11000,7.51,0.15,N,9,0
29,36100,FINANCIADA,2.0,PESSOAL,C,14000,14.27,0.39,N,5,0
28,65025,ALUGADA,4.0,SAUDE,E,11000,16.35,0.14,S,8,1
27,83604,ALUGADA,2.0,SAUDE,B,11000,9.76,0.13,N,7,0
27,36120,FINANCIADA,2.0,LAZER,D,2000,15.58,0.06,S,5,0
35,90000,ALUGADA,3.0,PESSOAL,B,11000,11.99,0.12,N,10,0
34,93000,ALUGADA,11.0,REFORMA,C,11000,12.53,0.12,S,10,0
31,94527,ALUGADA,7.0,REFORMA,A,11000,7.49,0.12,N,9,0
35,36153,FINANCIADA,2.0,PESSOAL,D,3000,11.86,0.08,N,8,0
27,85500,ALUGADA,1.0,EDUCACAO,D,11000,15.99,0.13,N,6,1
30,138000,ALUGADA,0.0,LAZER,A,11000,7.49,0.08,N,10,0
31,36400,FINANCIADA,0.0,LAZER,D,8000,14.46,0.22,N,9,0
32,24000,ALUGADA,3.0,RENEGOCIACAO,A,10800,7.75,0.45,N,8,1
29,32000,ALUGADA,6.0,RENEGOCIACAO,C,10800,13.57,0.34,N,6,1
34,29000,ALUGADA,0.0,REFORMA,A,10800,9.63,0.37,N,10,1
28,33288,ALUGADA,2.0,EDUCACAO,C,10800,12.09,0.32,N,6,1
30,40000,ALUGADA,4.0,LAZER,C,10800,13.57,0.27,N,7,1
33,36500,FINANCIADA,17.0,REFORMA,A,3200,7.37,0.09,N,6,0
29,42000,ALUGADA,6.0,RENEGOCIACAO,D,10800,16.29,0.26,S,7,1
33,30500,FINANCIADA,1.0,REFORMA,B,10000,9.33,0.33,N,6,1
34,48000,ALUGADA,4.0,RENEGOCIACAO,B,10800,10.99,0.23,N,7,0
29,36538,FINANCIADA,2.0,PESSOAL,A,2500,6.62,0.07,N,7,0
27,36600,FINANCIADA,6.0,LAZER,A,5000,5.42,0.14,N,5,0
28,50000,ALUGADA,0.0,PESSOAL,C,10800,13.49,0.22,S,5,0
29,52000,ALUGADA,3.0,RENEGOCIACAO,C,10800,14.27,0.21,N,5,0
28,52300,ALUGADA,1.0,SAUDE,A,10800,7.88,0.21,N,8,0
27,48000,ALUGADA,3.0,RENEGOCIACAO,D,10800,15.99,0.23,N,8,1
35,55596,ALUGADA,2.0,EDUCACAO,B,10800,9.91,0.19,N,8,0
27,36789,FINANCIADA,1.0,RENEGOCIACAO,C,5500,13.57,0.15,S,8,0
27,69996,ALUGADA,3.0,EDUCACAO,D,10800,14.91,0.15,S,10,0
31,36900,FINANCIADA,15.0,REFORMA,B,1600,9.62,0.04,N,8,0
28,36960,PROPRIA,6.0,REFORMA,C,15000,13.61,0.41,S,10,0
27,82600,ALUGADA,4.0,SAUDE,B,10800,9.76,0.13,N,8,0
27,36996,FINANCIADA,4.0,RENEGOCIACAO,B,8800,11.48,0.24,N,6,0
27,24960,ALUGADA,3.0,RENEGOCIACAO,B,10750,10.25,0.43,N,10,1
31,24996,ALUGADA,0.0,EDUCACAO,C,10750,12.53,0.43,N,8,1
29,28800,ALUGADA,4.0,RENEGOCIACAO,A,10750,7.51,0.37,N,10,1
35,37000,PROPRIA,1.0,EDUCACAO,A,4650,6.62,0.13,N,8,0
33,55000,ALUGADA,1.0,EDUCACAO,C,10725,13.16,0.2,N,6,0
34,37000,PROPRIA,17.0,EDUCACAO,A,5000,7.9,0.14,N,10,0
32,31000,FINANCIADA,16.0,RENEGOCIACAO,A,3000,7.51,0.1,N,7,1
27,37000,PROPRIA,3.0,SAUDE,B,5000,9.91,0.14,N,6,0
28,37000,FINANCIADA,6.0,SAUDE,A,18250,7.49,0.49,N,10,0
30,26500,ALUGADA,14.0,RENEGOCIACAO,C,10625,14.27,0.4,N,9,1
27,37000,PROPRIA,5.0,REFORMA,B,8000,10.99,0.22,N,10,0
27,27900,ALUGADA,3.0,SAUDE,A,10625,7.9,0.38,N,5,1
32,37000,FINANCIADA,3.0,PESSOAL,B,3000,11.49,0.08,N,7,0
28,37000,FINANCIADA,4.0,EDUCACAO,A,10000,7.49,0.27,N,6,0
34,37000,FINANCIADA,7.0,RENEGOCIACAO,B,4400,10.99,0.12,N,5,0
35,31000,FINANCIADA,2.0,PESSOAL,B,8875,11.99,0.29,N,7,1
27,33000,ALUGADA,4.0,SAUDE,A,10625,6.62,0.32,N,5,1
28,37000,FINANCIADA,12.0,PESSOAL,B,1000,10.99,0.03,N,6,0
31,34000,ALUGADA,15.0,PESSOAL,C,10625,14.79,0.31,S,6,1
29,35000,ALUGADA,1.0,RENEGOCIACAO,A,10625,7.9,0.3,N,8,0
33,31000,FINANCIADA,2.0,PESSOAL,B,13000,10.74,0.42,N,6,1
29,37000,PROPRIA,2.0,EDUCACAO,A,2800,7.66,0.08,N,5,0
34,35000,ALUGADA,3.0,SAUDE,C,10600,15.96,0.3,N,10,0
33,65600,ALUGADA,4.0,PESSOAL,C,10600,12.99,0.16,N,7,0
29,49668,ALUGADA,4.0,RENEGOCIACAO,A,10525,7.9,0.21,N,6,0
29,37000,FINANCIADA,5.0,REFORMA,B,4800,10.36,0.13,N,7,0
33,37000,FINANCIADA,2.0,PESSOAL,B,13000,10.36,0.35,N,7,0
35,31000,FINANCIADA,2.0,RENEGOCIACAO,D,5000,14.46,0.16,S,5,1
32,37000,FINANCIADA,11.0,REFORMA,B,12000,11.86,0.32,N,9,0
30,31000,FINANCIADA,3.0,EDUCACAO,A,13000,7.88,0.42,N,8,1
34,38000,ALUGADA,3.0,SAUDE,C,10500,13.49,0.28,N,5,0
33,38400,ALUGADA,6.0,SAUDE,B,10500,11.99,0.27,N,8,0
28,40000,ALUGADA,6.0,EDUCACAO,C,10500,14.27,0.26,N,10,0
31,50000,ALUGADA,3.0,PESSOAL,A,10500,6.17,0.21,N,8,0
30,44000,ALUGADA,0.0,PESSOAL,D,10500,15.58,0.24,S,10,1
33,53796,ALUGADA,1.0,RENEGOCIACAO,B,10500,11.14,0.2,N,6,0
31,37000,FINANCIADA,12.0,RENEGOCIACAO,C,22000,12.73,0.59,S,7,0
28,60000,ALUGADA,10.0,REFORMA,C,10500,15.27,0.17,S,6,0
34,62100,ALUGADA,1.0,EDUCACAO,B,10500,11.26,0.17,N,5,0
31,66000,ALUGADA,11.0,REFORMA,B,10500,12.69,0.16,N,10,0
28,75000,ALUGADA,0.0,SAUDE,B,10500,9.63,0.14,N,10,0
27,75600,ALUGADA,11.0,REFORMA,B,10500,12.69,0.14,N,5,0
31,351699,ALUGADA,7.0,LAZER,D,10500,15.7,0.03,N,6,0
34,55500,ALUGADA,2.0,PESSOAL,A,10450,7.51,0.19,N,10,0
27,30456,ALUGADA,0.0,LAZER,A,10400,6.91,0.34,N,6,1
29,31400,ALUGADA,3.0,SAUDE,B,10400,10.71,0.33,N,7,1
32,32004,ALUGADA,10.0,RENEGOCIACAO,C,10400,15.27,0.32,N,9,1
28,39000,ALUGADA,2.0,EDUCACAO,B,10400,10.37,0.27,N,10,0
30,31000,FINANCIADA,3.0,LAZER,D,12000,14.42,0.39,N,5,1
27,45000,ALUGADA,12.0,RENEGOCIACAO,C,10400,14.65,0.23,N,9,0
30,37017,FINANCIADA,3.0,PESSOAL,A,9000,6.54,0.24,N,7,0
27,51600,ALUGADA,1.0,PESSOAL,F,10400,18.25,0.2,S,6,1
27,62000,ALUGADA,9.0,EDUCACAO,C,10400,13.49,0.17,S,10,0
29,31100,FINANCIADA,9.0,RENEGOCIACAO,E,3000,16.82,0.1,S,5,1
28,65000,ALUGADA,9.0,PESSOAL,A,10400,5.42,0.16,N,8,0
27,80400,ALUGADA,11.0,EDUCACAO,B,10400,11.86,0.13,N,6,0
27,35000,ALUGADA,5.0,SAUDE,C,10375,14.27,0.3,N,5,0
29,32400,ALUGADA,5.0,LAZER,A,10275,6.62,0.32,N,8,1
30,37200,FINANCIADA,0.0,SAUDE,C,6600,13.49,0.18,N,9,0
33,37200,FINANCIADA,3.0,EDUCACAO,A,3000,6.92,0.08,N,5,0
29,75000,ALUGADA,1.0,LAZER,C,10250,12.23,0.14,S,10,0
28,45000,ALUGADA,6.0,SAUDE,D,3600,16.29,0.08,N,7,0
27,45000,ALUGADA,6.0,LAZER,B,3600,12.42,0.08,N,8,0
28,37290,FINANCIADA,7.0,PESSOAL,A,5500,5.42,0.15,N,5,0
33,48000,ALUGADA,4.0,RENEGOCIACAO,B,3600,11.99,0.07,N,10,0
32,48000,ALUGADA,15.0,RENEGOCIACAO,A,3600,6.92,0.07,N,5,0
35,37400,FINANCIADA,3.0,LAZER,D,10750,15.95,0.29,N,5,0
29,50000,ALUGADA,9.0,SAUDE,C,3600,15.27,0.07,S,10,0
34,50000,ALUGADA,0.0,PESSOAL,B,3600,11.99,0.07,N,7,0
33,50000,ALUGADA,5.0,EDUCACAO,C,3600,13.8,0.07,N,5,0
29,52000,ALUGADA,4.0,PESSOAL,B,3600,11.71,0.07,N,8,0
33,53000,ALUGADA,4.0,RENEGOCIACAO,B,3600,9.25,0.07,N,5,0
29,54996,ALUGADA,8.0,RENEGOCIACAO,A,3600,9.63,0.07,N,5,0
33,55000,ALUGADA,5.0,PESSOAL,A,3600,6.99,0.07,N,6,0
31,55000,ALUGADA,2.0,EDUCACAO,A,3600,7.51,0.07,N,7,0
28,49000,ALUGADA,2.0,LAZER,C,3600,13.98,0.07,S,9,1
28,60000,ALUGADA,3.0,EDUCACAO,B,3600,9.63,0.06,N,5,0
30,60000,ALUGADA,1.0,RENEGOCIACAO,A,3600,8.59,0.06,N,9,0
28,60000,ALUGADA,1.0,RENEGOCIACAO,B,3600,12.21,0.06,N,10,0
33,37500,FINANCIADA,3.0,EDUCACAO,D,6500,15.33,0.17,S,7,0
30,69000,ALUGADA,4.0,SAUDE,C,3600,13.99,0.05,N,10,0
27,64000,ALUGADA,3.0,PESSOAL,A,3600,7.49,0.06,N,5,1
27,70000,ALUGADA,9.0,SAUDE,C,3600,14.79,0.05,S,10,0
28,37584,PROPRIA,2.0,SAUDE,B,20000,11.48,0.53,N,5,0
33,74400,ALUGADA,15.0,RENEGOCIACAO,C,3600,15.27,0.05,N,9,0
28,37620,FINANCIADA,5.0,EDUCACAO,B,4000,11.71,0.11,N,8,0
28,82300,ALUGADA,3.0,LAZER,A,3600,9.63,0.04,N,8,0
35,31732,FINANCIADA,0.0,RENEGOCIACAO,C,8000,13.92,0.25,N,5,1
35,85000,ALUGADA,1.0,RENEGOCIACAO,A,3600,7.51,0.04,N,6,0
31,62050,ALUGADA,0.0,SAUDE,D,3600,15.95,0.05,N,9,1
30,90000,ALUGADA,14.0,EDUCACAO,D,3600,14.91,0.04,N,6,0
29,82438,ALUGADA,14.0,PESSOAL,B,3600,10.99,0.04,N,9,1
27,106000,ALUGADA,11.0,EDUCACAO,C,3600,14.27,0.03,N,5,0
30,110000,ALUGADA,0.0,RENEGOCIACAO,B,3600,10.71,0.03,N,8,0
31,160000,ALUGADA,8.0,LAZER,C,3600,15.23,0.02,N,7,0
33,20000,ALUGADA,5.0,EDUCACAO,A,3625,6.99,0.18,N,9,0
27,54000,ALUGADA,2.0,EDUCACAO,A,3625,7.9,0.07,N,6,0
32,65000,ALUGADA,3.0,PESSOAL,A,3625,6.03,0.06,N,8,0
31,110000,ALUGADA,2.0,PESSOAL,A,3650,9.63,0.03,N,6,0
35,19200,ALUGADA,2.0,LAZER,A,3675,8.49,0.19,N,7,1
32,25000,ALUGADA,9.0,RENEGOCIACAO,B,3700,9.91,0.15,N,6,0
28,25200,ALUGADA,2.0,EDUCACAO,B,3700,9.62,0.15,N,8,0
31,29000,ALUGADA,4.0,PESSOAL,B,3700,9.91,0.13,N,7,1
28,40000,ALUGADA,1.0,PESSOAL,C,3700,15.96,0.09,N,8,0
31,38000,PROPRIA,5.0,LAZER,B,14000,9.91,0.37,N,5,0
30,38000,FINANCIADA,14.0,PESSOAL,A,6000,6.62,0.16,N,5,0
34,38000,FINANCIADA,12.0,RENEGOCIACAO,B,12775,9.91,0.34,N,5,0
28,94000,ALUGADA,3.0,EDUCACAO,A,3700,7.9,0.04,N,9,0
34,25200,ALUGADA,0.0,PESSOAL,C,3750,12.99,0.15,S,6,0
32,50000,ALUGADA,0.0,REFORMA,A,3775,6.17,0.08,N,8,0
32,13200,ALUGADA,2.0,PESSOAL,A,3800,7.29,0.29,N,9,1
35,38000,FINANCIADA,5.0,REFORMA,A,5000,6.62,0.13,N,7,0
32,38000,PROPRIA,2.0,LAZER,C,4000,14.65,0.11,N,9,0
28,38000,PROPRIA,13.0,LAZER,A,6425,5.42,0.17,N,8,0
32,68000,ALUGADA,9.0,LAZER,D,3800,16.89,0.06,S,8,0
35,38000,FINANCIADA,10.0,LAZER,A,9600,7.49,0.25,N,9,0
31,38000,PROPRIA,15.0,LAZER,B,10400,11.49,0.27,N,10,0
28,29950,ALUGADA,4.0,EDUCACAO,C,3825,14.27,0.13,N,8,0
32,38000,FINANCIADA,8.0,REFORMA,C,8000,13.49,0.21,S,6,0
33,38000,PROPRIA,4.0,SAUDE,B,10000,10.99,0.26,N,10,0
31,49000,ALUGADA,2.0,SAUDE,B,3850,9.62,0.08,N,6,0
28,20292,ALUGADA,3.0,LAZER,B,3900,12.53,0.19,N,9,0
31,20400,ALUGADA,0.0,SAUDE,C,3900,14.79,0.19,S,6,0
32,38000,FINANCIADA,16.0,LAZER,B,10000,10.37,0.26,N,6,0
28,30000,ALUGADA,4.0,LAZER,B,3900,11.99,0.13,N,8,0
35,38000,FINANCIADA,1.0,SAUDE,B,2400,10.37,0.06,N,5,0
28,55000,ALUGADA,2.0,SAUDE,B,3900,11.99,0.07,N,10,0
29,27000,ALUGADA,10.0,REFORMA,D,3975,12.17,0.15,N,5,1
27,12000,ALUGADA,0.0,LAZER,C,4000,14.22,0.33,S,7,1
27,32000,FINANCIADA,3.0,REFORMA,B,4500,9.99,0.14,N,8,1
29,38000,FINANCIADA,3.0,EDUCACAO,D,6000,15.21,0.16,S,9,0
31,38000,PROPRIA,1.0,PESSOAL,D,13750,15.21,0.36,N,5,0
28,14400,ALUGADA,2.0,SAUDE,C,4000,13.11,0.28,S,8,1
31,15000,ALUGADA,2.0,LAZER,B,4000,11.49,0.27,N,6,1
28,38000,FINANCIADA,5.0,LAZER,A,8400,7.51,0.22,N,7,0
29,38000,FINANCIADA,8.0,EDUCACAO,A,3600,7.14,0.09,N,9,0
30,15000,ALUGADA,2.0,REFORMA,D,4000,13.67,0.27,S,7,1
31,38000,FINANCIADA,2.0,SAUDE,B,2000,11.36,0.05,N,8,0
30,16500,ALUGADA,0.0,LAZER,C,4000,14.22,0.24,S,7,1
31,17000,ALUGADA,2.0,SAUDE,D,4000,14.59,0.24,S,9,1
27,17000,ALUGADA,2.0,LAZER,D,4000,14.42,0.24,N,8,1
35,38000,FINANCIADA,2.0,SAUDE,B,15000,10.99,0.39,N,5,0
35,32000,FINANCIADA,1.0,RENEGOCIACAO,D,10750,14.96,0.34,S,5,1
32,18000,ALUGADA,0.0,EDUCACAO,D,4000,15.2,0.22,N,10,1
31,18000,ALUGADA,6.0,EDUCACAO,C,4000,12.84,0.22,N,5,1
29,38000,FINANCIADA,5.0,EDUCACAO,A,8000,8.59,0.21,N,6,0
33,38000,FINANCIADA,0.0,EDUCACAO,C,2500,13.22,0.07,N,6,0
28,19200,ALUGADA,0.0,RENEGOCIACAO,B,4000,12.69,0.21,N,8,1
34,38000,PROPRIA,1.0,LAZER,A,10000,8.94,0.26,N,6,0
29,19200,ALUGADA,4.0,PESSOAL,B,4000,10.37,0.21,N,6,1
34,38000,FINANCIADA,9.0,PESSOAL,C,14500,12.84,0.38,S,6,0
35,19820,ALUGADA,0.0,PESSOAL,B,4000,11.12,0.2,N,10,1
30,19968,ALUGADA,3.0,RENEGOCIACAO,E,4000,16.45,0.2,N,9,1
27,20000,ALUGADA,2.0,SAUDE,B,4000,10.65,0.2,N,8,0
28,20000,ALUGADA,5.0,RENEGOCIACAO,B,4000,10.99,0.2,N,9,0
27,32000,FINANCIADA,0.0,SAUDE,C,7500,11.59,0.23,S,9,1
28,20000,ALUGADA,4.0,PESSOAL,D,4000,14.59,0.2,N,9,0
28,20000,ALUGADA,2.0,REFORMA,C,4000,13.11,0.2,N,6,1
27,38000,FINANCIADA,11.0,RENEGOCIACAO,B,5000,9.76,0.13,N,5,0
33,20000,ALUGADA,5.0,PESSOAL,C,4000,13.47,0.2,S,8,0
27,21000,ALUGADA,5.0,SAUDE,B,4000,11.49,0.19,N,9,0
29,21000,ALUGADA,1.0,SAUDE,A,4000,5.79,0.19,N,10,0
30,21300,ALUGADA,1.0,RENEGOCIACAO,C,4000,12.87,0.19,S,7,0
32,21600,ALUGADA,4.0,RENEGOCIACAO,A,4000,8.07,0.19,N,10,0
29,21864,ALUGADA,1.0,PESSOAL,B,4000,12.42,0.18,N,7,0
27,22000,ALUGADA,1.0,EDUCACAO,A,4000,6.39,0.18,N,10,0
32,23000,ALUGADA,1.0,RENEGOCIACAO,C,4000,14.22,0.17,S,6,0
27,23400,ALUGADA,2.0,PESSOAL,A,4000,7.49,0.17,N,6,0
31,24000,ALUGADA,0.0,EDUCACAO,A,4000,6.76,0.17,N,9,0
27,38004,FINANCIADA,11.0,RENEGOCIACAO,C,6500,13.79,0.17,S,8,0
31,24000,ALUGADA,2.0,PESSOAL,C,4000,13.48,0.17,S,6,0
27,24000,ALUGADA,0.0,RENEGOCIACAO,C,4000,12.87,0.17,N,10,0
32,38100,FINANCIADA,0.0,EDUCACAO,A,8400,8.38,0.22,N,9,0
29,24960,ALUGADA,13.0,LAZER,A,4000,5.42,0.16,N,6,0
28,38196,FINANCIADA,5.0,SAUDE,B,10750,10.75,0.28,N,10,0
27,26000,ALUGADA,6.0,SAUDE,B,4000,10.25,0.15,N,10,0
27,32304,FINANCIADA,6.0,REFORMA,A,1200,6.76,0.04,N,9,1
29,26004,ALUGADA,5.0,EDUCACAO,B,4000,10.0,0.15,N,7,1
33,38400,FINANCIADA,0.0,LAZER,B,10000,9.91,0.26,N,7,0
29,26568,ALUGADA,2.0,REFORMA,D,4000,16.0,0.15,N,8,1
29,38400,FINANCIADA,0.0,SAUDE,C,14000,14.27,0.36,S,8,0
28,27600,ALUGADA,8.0,RENEGOCIACAO,C,4000,15.23,0.14,N,8,0
29,27996,ALUGADA,4.0,SAUDE,A,4000,6.92,0.14,N,7,0
33,38400,PROPRIA,0.0,LAZER,B,16450,10.65,0.43,N,8,0
29,28550,ALUGADA,6.0,RENEGOCIACAO,B,4000,10.59,0.14,N,10,0
33,28800,ALUGADA,5.0,SAUDE,B,4000,9.88,0.14,N,5,0
29,28800,ALUGADA,1.0,LAZER,C,4000,13.92,0.14,N,10,1
32,38400,PROPRIA,4.0,SAUDE,B,2400,9.99,0.06,N,7,0
27,29120,ALUGADA,2.0,EDUCACAO,B,4000,10.75,0.14,N,5,0
27,30000,ALUGADA,6.0,EDUCACAO,B,4000,12.69,0.13,N,7,1
34,30000,ALUGADA,2.0,PESSOAL,A,4000,7.51,0.13,N,7,0
30,30000,ALUGADA,1.0,SAUDE,C,4000,13.99,0.13,S,6,0
34,30000,ALUGADA,0.0,SAUDE,B,4000,9.63,0.13,N,6,0
27,38400,FINANCIADA,3.0,RENEGOCIACAO,C,15000,12.68,0.39,N,5,0
35,38400,FINANCIADA,1.0,LAZER,B,9500,10.36,0.25,N,6,0
33,38400,PROPRIA,1.0,EDUCACAO,D,8000,15.58,0.21,S,7,0
27,30000,ALUGADA,6.0,SAUDE,B,4000,10.39,0.13,N,9,0
28,30996,ALUGADA,7.0,SAUDE,B,4000,10.65,0.13,N,5,0
27,31000,ALUGADA,0.0,SAUDE,B,4000,10.74,0.13,N,7,0
28,31150,ALUGADA,4.0,SAUDE,B,4000,11.49,0.13,N,7,0
30,38400,FINANCIADA,14.0,RENEGOCIACAO,A,16750,7.88,0.44,N,5,0
32,32004,ALUGADA,16.0,SAUDE,B,4000,11.49,0.12,N,9,0
33,32004,ALUGADA,3.0,RENEGOCIACAO,A,4000,8.32,0.12,N,7,0
27,32160,ALUGADA,1.0,SAUDE,D,4000,15.99,0.12,N,9,1
27,33000,ALUGADA,5.0,SAUDE,A,4000,5.99,0.12,N,8,0
27,33000,ALUGADA,7.0,EDUCACAO,A,4000,6.76,0.12,N,9,0
30,33280,ALUGADA,1.0,SAUDE,C,4000,13.79,0.12,N,9,0
31,33600,ALUGADA,0.0,SAUDE,B,4000,11.49,0.12,N,5,0
27,34000,ALUGADA,10.0,SAUDE,D,4000,17.19,0.12,S,9,1
32,34000,ALUGADA,4.0,LAZER,A,4000,7.74,0.12,N,10,0
30,34000,ALUGADA,0.0,LAZER,B,4000,10.95,0.12,N,10,0
32,34200,ALUGADA,0.0,LAZER,C,4000,13.48,0.12,S,9,0
33,34400,ALUGADA,6.0,LAZER,B,4000,10.25,0.12,N,9,0
29,38600,PROPRIA,9.0,LAZER,C,1600,12.84,0.04,S,7,0
31,35000,ALUGADA,1.0,LAZER,B,4000,10.65,0.11,N,5,0
29,35000,ALUGADA,6.0,EDUCACAO,C,4000,15.23,0.11,S,9,0
29,35000,ALUGADA,1.0,SAUDE,A,4000,5.99,0.11,N,6,0
34,38769,FINANCIADA,3.0,RENEGOCIACAO,A,2400,8.9,0.06,N,6,0
35,35000,ALUGADA,13.0,SAUDE,C,4000,13.35,0.11,N,8,0
33,35000,ALUGADA,0.0,SAUDE,A,4000,7.88,0.11,N,5,0
28,29004,ALUGADA,0.0,PESSOAL,E,4000,16.45,0.14,N,10,1
28,35004,ALUGADA,2.0,EDUCACAO,B,4000,12.53,0.11,N,5,0
33,39000,PROPRIA,0.0,LAZER,B,10000,12.42,0.26,N,7,0
28,35600,ALUGADA,3.0,EDUCACAO,A,4000,7.49,0.11,N,6,0
31,35600,ALUGADA,0.0,SAUDE,C,4000,13.61,0.11,N,5,0
28,36000,ALUGADA,1.0,RENEGOCIACAO,B,4000,12.42,0.11,N,10,0
28,33000,FINANCIADA,9.0,PESSOAL,A,4000,7.9,0.12,N,8,1
29,33000,FINANCIADA,8.0,EDUCACAO,B,5600,11.71,0.17,N,6,1
31,36000,ALUGADA,4.0,SAUDE,C,4000,13.8,0.11,S,9,0
34,36000,ALUGADA,1.0,SAUDE,C,4000,13.61,0.11,N,10,0
27,39000,FINANCIADA,6.0,RENEGOCIACAO,B,6400,10.99,0.16,N,10,0
35,39000,FINANCIADA,5.0,REFORMA,B,15000,10.99,0.38,N,9,0
32,37400,ALUGADA,0.0,RENEGOCIACAO,B,4000,10.38,0.11,N,7,0
33,38196,ALUGADA,1.0,SAUDE,B,4000,10.0,0.1,N,5,0
29,39000,FINANCIADA,12.0,PESSOAL,A,16000,5.99,0.41,N,8,0
30,39000,ALUGADA,6.0,SAUDE,C,4000,15.96,0.1,N,9,0
27,39000,ALUGADA,1.0,PESSOAL,B,4000,10.74,0.1,N,9,0
35,33000,ALUGADA,0.0,REFORMA,E,4000,16.32,0.12,N,10,1
34,33456,ALUGADA,2.0,EDUCACAO,E,4000,16.45,0.12,N,5,1
30,39996,ALUGADA,2.0,RENEGOCIACAO,C,4000,12.99,0.1,S,9,0
32,39000,FINANCIADA,4.0,LAZER,A,16700,7.51,0.43,N,8,0
29,33996,ALUGADA,11.0,EDUCACAO,C,4000,13.47,0.12,N,7,1
30,34000,ALUGADA,6.0,RENEGOCIACAO,C,4000,13.49,0.12,N,5,1
32,40000,ALUGADA,1.0,SAUDE,C,4000,13.49,0.1,S,8,0
32,40000,ALUGADA,2.0,EDUCACAO,B,4000,9.99,0.1,N,7,0
33,40000,ALUGADA,2.0,RENEGOCIACAO,A,4000,7.88,0.1,N,10,0
29,40000,ALUGADA,7.0,PESSOAL,C,4000,12.53,0.1,N,10,0
32,40000,ALUGADA,2.0,SAUDE,C,4000,13.79,0.1,N,6,0
27,39000,FINANCIADA,0.0,RENEGOCIACAO,C,6900,12.87,0.18,N,9,0
27,34800,ALUGADA,2.0,LAZER,D,4000,14.54,0.11,S,7,1
31,41000,ALUGADA,7.0,LAZER,B,4000,10.99,0.1,N,8,0
31,41000,ALUGADA,1.0,SAUDE,B,4000,10.0,0.1,N,10,0
29,39000,FINANCIADA,6.0,SAUDE,A,7100,8.32,0.18,N,5,0
27,33000,FINANCIADA,8.0,EDUCACAO,D,9000,12.49,0.27,S,8,1
32,42000,ALUGADA,6.0,PESSOAL,B,4000,11.12,0.1,N,5,0
33,42000,ALUGADA,2.0,PESSOAL,A,4000,6.39,0.1,N,9,0
30,42000,ALUGADA,1.0,RENEGOCIACAO,A,4000,7.88,0.1,N,6,0
27,43000,ALUGADA,11.0,EDUCACAO,D,4000,16.29,0.09,S,9,0
29,39432,FINANCIADA,6.0,EDUCACAO,B,8000,11.86,0.2,N,6,0
27,39480,FINANCIADA,2.0,EDUCACAO,C,7200,13.79,0.18,N,8,0
27,37200,ALUGADA,4.0,EDUCACAO,D,4000,17.27,0.11,N,9,1
32,45576,ALUGADA,1.0,LAZER,B,4000,10.99,0.09,N,9,0
28,39600,ALUGADA,4.0,PESSOAL,C,4000,12.61,0.1,N,10,1
28,39500,FINANCIADA,11.0,EDUCACAO,A,11000,7.14,0.28,N,8,0
